run_id,workload,policy,gate_enabled,lambda_source,cache_size_entries,cluster_count_k,ttl_confidence,seed,split,n_queries,n_hits,n_misses,n_stale_hits_served,n_stale_hits_prevented,n_false_hits,n_useful_hits,hit_rate,stale_hit_rate,false_hit_rate,useful_hit_rate,cost_saved_usd,cost_spent_usd,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,throughput_qps,overhead_mean_ms,peak_rss_mb,cpu_pct,cluster_ari,git_sha,timestamp
brackets-misspecified-w1-global-seed0,w1,FRECOS,True,global,412,10,0.9,0,eval,1890,692,1198,64,997,611,62,0.36613756613756615,0.09248554913294797,0.8829479768786127,0.08959537572254335,2.3005078911211188,4.113969600666451,94.10133178075178,78.75346170355496,289.3446583463654,476.1158200680759,10.626842161276912,0.6982625560147753,182.109375,82.6,0.47894831983435676,5816e57,2026-08-01T20:29:36.739144+00:00
brackets-misspecified-w1-global-seed1,w1,FRECOS,True,global,412,10,0.9,1,eval,1890,664,1226,35,1017,599,53,0.3513227513227513,0.05271084337349398,0.9021084337349398,0.07981927710843373,1.4977829820186357,2.8990272014031753,84.59448869156671,75.7740820940246,247.59645761830697,381.70391469991495,11.821101060685184,1.0131455475713,171.625,71.7,0.41935936310109573,5816e57,2026-08-01T20:29:40.479401+00:00
brackets-misspecified-w1-global-seed2,w1,FRECOS,True,global,412,10,0.9,2,eval,1890,621,1269,13,1086,574,46,0.32857142857142857,0.020933977455716585,0.9243156199677939,0.07407407407407407,2.121368962556444,4.092456381251854,97.73122168555896,88.44532602332742,272.7440827584916,400.09929568917545,10.232144679592835,0.6282451894274721,180.828125,80.0,0.45350574293588486,5816e57,2026-08-01T20:29:42.595632+00:00
brackets-misspecified-w1-global-seed3,w1,FRECOS,True,global,412,10,0.9,3,eval,1890,571,1319,19,1116,514,57,0.3021164021164021,0.03327495621716287,0.9001751313485113,0.09982486865148861,1.936998397369041,4.543472726485746,99.0070656949631,85.03475865549161,286.30697342390215,461.66842503060406,10.100289236739536,0.8589775449460527,193.96875,68.2,0.4095817790896562,5816e57,2026-08-01T20:29:45.027848+00:00
brackets-misspecified-w1-global-seed4,w1,FRECOS,True,global,412,10,0.9,4,eval,1890,734,1156,23,977,681,51,0.38835978835978835,0.031335149863760216,0.9277929155313351,0.06948228882833787,3.833566567877184,6.367477119842995,88.65679285356723,74.75441873662868,268.80950823791255,421.86765854573446,11.279451554847935,0.5532956703607745,180.640625,65.4,0.3946334934250692,5816e57,2026-08-01T20:29:46.792336+00:00
brackets-misspecified-w1-learned-seed0,w1,FRECOS,True,learned,412,10,0.9,0,eval,1890,687,1203,42,1002,627,57,0.3634920634920635,0.0611353711790393,0.9126637554585153,0.08296943231441048,2.424819392015679,4.044942033464558,93.44271673029701,79.19843319436018,287.3343365267681,440.02240986772887,10.701743645642198,0.5544364200860309,181.0625,64.2,0.47894831983435676,5816e57,2026-08-01T20:29:48.821492+00:00
brackets-misspecified-w1-learned-seed1,w1,FRECOS,True,learned,412,10,0.9,1,eval,1890,627,1263,15,1054,579,48,0.33174603174603173,0.023923444976076555,0.9234449760765551,0.07655502392344497,1.5514837150130902,2.8508741982743517,87.2529390544699,80.70904252144624,251.3838709255754,388.392428854936,11.460931985061546,0.666887650839743,191.96875,59.5,0.41935936310109573,5816e57,2026-08-01T20:29:50.833487+00:00
brackets-misspecified-w1-learned-seed2,w1,FRECOS,True,learned,412,10,0.9,2,eval,1890,563,1327,4,1144,518,45,0.29788359788359786,0.007104795737122558,0.9200710479573713,0.07992895204262877,1.8333995785962827,4.402880939937318,103.49383612476345,94.080999598828,280.01535151491356,414.8175242296344,9.662411187411049,0.7718052253886724,169.609375,55.3,0.45350574293588486,5816e57,2026-08-01T20:29:54.040527+00:00
brackets-misspecified-w1-learned-seed3,w1,FRECOS,True,learned,412,10,0.9,3,eval,1890,550,1340,14,1137,493,57,0.291005291005291,0.025454545454545455,0.8963636363636364,0.10363636363636364,1.9330357866766597,4.557366959240912,99.59514880112562,85.02984287924545,288.1141263444606,456.78928850357664,10.040649690647362,0.4929415126820526,178.203125,78.2,0.4095817790896562,5816e57,2026-08-01T20:29:55.916404+00:00
brackets-misspecified-w1-learned-seed4,w1,FRECOS,True,learned,412,10,0.9,4,eval,1890,708,1182,12,1003,660,48,0.3746031746031746,0.01694915254237288,0.9322033898305084,0.06779661016949153,3.793330933128108,6.452342424210412,91.38375117061733,79.606760816317,273.2211026915261,421.9689029167696,10.94286442819531,0.41997044181073007,178.78125,82.2,0.3946334934250692,5816e57,2026-08-01T20:29:57.564380+00:00
