run_id,workload,policy,gate_enabled,lambda_source,cache_size_entries,cluster_count_k,ttl_confidence,seed,split,n_queries,n_hits,n_misses,n_stale_hits_served,n_stale_hits_prevented,n_false_hits,n_useful_hits,hit_rate,stale_hit_rate,false_hit_rate,useful_hit_rate,cost_saved_usd,cost_spent_usd,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,throughput_qps,overhead_mean_ms,peak_rss_mb,cpu_pct,cluster_ari,git_sha,timestamp
sweep-ttl_confidence-0.8-seed0,w1,FRECOS,True,learned,495,10,0.8,0,eval,1890,929,961,163,758,854,56,0.49153439153439155,0.17545748116254037,0.9192680301399354,0.060279870828848225,2.758329883223683,3.1367732878938144,74.39100888997113,35.652886442339494,257.56675809890373,394.927694981748,13.442484715848677,0.3353428540221002,199.765625,91.6,0.5229378675187831,5816e57,2026-08-01T20:55:25.567953+00:00
sweep-ttl_confidence-0.8-seed1,w1,FRECOS,True,learned,495,10,0.8,1,eval,1890,919,971,120,761,876,32,0.48624338624338626,0.1305767138193689,0.9532100108813928,0.03482045701849837,1.9977832470389678,2.1169518354891372,66.19671394753358,39.67570589796845,222.2671642599553,351.6067203400651,15.10649004107037,0.5176833132493633,199.40625,69.1,0.41935936310109573,5816e57,2026-08-01T20:55:27.425454+00:00
sweep-ttl_confidence-0.8-seed2,w1,FRECOS,True,learned,495,10,0.8,2,eval,1890,882,1008,114,822,834,37,0.4666666666666667,0.1292517006802721,0.9455782312925171,0.04195011337868481,2.5039548982808397,3.4253512661507344,78.95368452440279,56.2325338489092,261.2808621918605,392.93443512751026,12.665653364041836,0.8102541629168194,199.515625,49.6,0.45350574293588486,5816e57,2026-08-01T20:55:29.979833+00:00
sweep-ttl_confidence-0.8-seed3,w1,FRECOS,True,learned,495,10,0.8,3,eval,1890,840,1050,122,850,782,52,0.4444444444444444,0.14523809523809525,0.930952380952381,0.06190476190476191,2.5002053221543146,3.53143851149536,77.09170445045869,56.40397368993348,257.75735853969337,431.54320825190547,12.971564283451903,0.5695122551000042,175.453125,65.8,0.4088871256432895,5816e57,2026-08-01T20:55:32.137862+00:00
sweep-ttl_confidence-0.8-seed4,w1,FRECOS,True,learned,495,10,0.8,4,eval,1890,984,906,140,728,939,40,0.5206349206349207,0.14227642276422764,0.9542682926829268,0.04065040650406504,4.650788953183258,4.8480169101996475,70.08447829640282,0.771041501138825,255.55846860255684,390.53006101392526,14.268494598344272,0.4514872233124503,185.34375,72.9,0.3946334934250692,5816e57,2026-08-01T20:55:33.960472+00:00
sweep-ttl_confidence-0.9-seed0,w1,FRECOS,True,learned,495,10,0.9,0,eval,1890,675,1215,59,1012,613,59,0.35714285714285715,0.0874074074074074,0.9081481481481481,0.0874074074074074,2.289590927453986,4.040757315708909,95.32429919601904,81.19298569195614,292.0472203037466,468.76514312318614,10.490504608312529,0.5970568523903792,185.40625,63.2,0.5229378675187831,5816e57,2026-08-01T20:55:36.073771+00:00
sweep-ttl_confidence-0.9-seed1,w1,FRECOS,True,learned,495,10,0.9,1,eval,1890,635,1255,43,1045,581,49,0.335978835978836,0.06771653543307087,0.9149606299212598,0.07716535433070866,1.5299163961378153,2.809133208583249,86.56046469511882,80.45568042138068,247.39134812945403,383.7225996623439,11.552618201879758,0.5032282481253364,183.59375,70.0,0.41935936310109573,5816e57,2026-08-01T20:55:38.020578+00:00
sweep-ttl_confidence-0.9-seed2,w1,FRECOS,True,learned,495,10,0.9,2,eval,1890,574,1316,29,1130,523,46,0.3037037037037037,0.050522648083623695,0.9111498257839721,0.08013937282229965,1.8411949949315256,4.31671010414203,102.06723921128058,91.90147882323384,280.04494381296485,415.56371728745125,9.797463003089428,0.4616207280411833,180.15625,77.1,0.45350574293588486,5816e57,2026-08-01T20:55:39.688670+00:00
sweep-ttl_confidence-0.9-seed3,w1,FRECOS,True,learned,495,10,0.9,3,eval,1890,552,1338,48,1138,489,60,0.2920634920634921,0.08695652173913043,0.8858695652173914,0.10869565217391304,1.833972440525118,4.532308724438558,100.65626785157748,85.0373387514085,294.3703711896155,479.48572189463295,9.93480109429994,0.6038358428836714,180.25,62.8,0.4088871256432895,5816e57,2026-08-01T20:55:41.522634+00:00
sweep-ttl_confidence-0.9-seed4,w1,FRECOS,True,learned,495,10,0.9,4,eval,1890,725,1165,47,987,673,50,0.3835978835978836,0.06482758620689655,0.9282758620689655,0.06896551724137931,3.723454619798819,6.288784662835326,90.67783105783205,77.17161551500399,277.5037066323042,418.81224286483894,11.028053806913677,0.4445301772436502,180.25,74.5,0.3946334934250692,5816e57,2026-08-01T20:55:43.010079+00:00
